Cas_Nesrece,PRVR_Vreme,PRSP_Promet,PRPV_Povrsje,stevilka_odseka,mesec,dan,dan_v_tednu
6.0,O,G,SU,125,1,23d,3
11.0,O,N,SU,1423,1,23d,3
10.0,O,E,MO,3,1,23d,3
10.0,J,N,SU,1398,1,16d,3
19.0,D,R,MO,5637,1,23d,3
10.0,O,N,SU,67,1,12d,6
13.0,O,N,MO,17,1,25d,5
1.0,D,R,MO,108,1,18d,5
15.0,O,G,MO,1571,1,4d,5
20.0,M,N,MO,334,1,18d,5
18.0,J,N,SU,1360,1,8d,2
20.0,O,N,SU,80,1,23d,3
6.0,J,N,MO,262,1,13d,0
22.0,J,N,SU,261,1,20d,0
19.0,O,N,SU,813,1,23d,3
15.0,J,R,SU,2,1,22d,2
21.0,S,R,SP,1422,1,24d,4
18.0,J,N,SU,1,1,26d,6
8.0,S,G,SN,72,1,24d,4
14.0,O,G,SU,28,1,15d,2
19.0,D,N,MO,30,1,5d,6
9.0,S,N,SL,250,1,24d,4
8.0,S,N,SP,1182,1,24d,4
22.0,J,N,SU,1138,1,23d,3
16.0,O,R,SU,1,1,26d,6
6.0,S,G,SP,1182,1,24d,4
16.0,D,N,SP,655,1,23d,3
15.0,J,N,SU,186,1,21d,1
5.0,S,R,SP,12,1,25d,5
17.0,O,N,SU,1147,1,23d,3
10.0,J,N,SU,11,1,25d,5
12.0,O,N,MO,643,1,24d,4
9.0,O,N,SU,43,1,24d,4
12.0,S,N,MO,22,1,24d,4
12.0,J,N,SU,274,1,18d,5
14.0,S,N,SN,11,1,24d,4
12.0,D,N,MO,1407,1,24d,4
14.0,S,N,MO,654,1,24d,4
4.0,D,E,MO,11,1,24d,4
20.0,O,N,MO,32,1,17d,4
2.0,D,R,MO,12,1,24d,4
15.0,O,G,SU,1012,1,24d,4
20.0,J,R,SU,305,1,21d,1
14.0,S,N,SL,1231,1,24d,4
17.0,S,N,SP,1231,1,24d,4
16.0,O,R,SU,18,1,20d,0
12.0,J,N,SU,3,1,25d,5
21.0,J,G,SU,32,1,11d,5
8.0,O,N,OS,23,1,25d,5
11.0,J,N,SU,19,1,25d,5
13.0,J,R,SU,346,1,25d,5
13.0,J,N,SU,1304,1,21d,1
8.0,D,N,MO,53,1,25d,5
7.0,S,N,SN,1157,1,24d,4
9.0,J,N,SU,28,1,25d,5
7.0,S,N,SN,1177,1,24d,4
12.0,J,N,SU,78,1,26d,6
11.0,J,G,SU,48,1,22d,2
18.0,N,E,OS,270,1,17d,4
6.0,S,N,MO,24,1,24d,4
15.0,O,N,SP,28,1,23d,3
7.0,J,N,SU,346,1,25d,5
4.0,J,N,MO,647,1,16d,3
22.0,J,R,SU,603,1,24d,4
1.0,J,R,SU,637,1,26d,6
12.0,O,R,SU,1380,1,26d,6
18.0,O,N,SU,635,1,21d,1
9.0,S,N,SN,38,1,24d,4
9.0,N,E,OS,21,1,22d,2
12.0,J,N,MO,1269,1,25d,5
2.0,O,N,MO,808,1,21d,1
23.0,J,R,SN,1260,1,24d,4
10.0,J,N,MO,6,1,20d,0
11.0,S,R,SN,19,1,24d,4
16.0,O,E,MO,10,1,23d,3
16.0,D,N,SP,4910,1,23d,3
18.0,O,N,MO,99,1,20d,0
19.0,O,N,SU,247,1,15d,2
7.0,J,G,MO,1008,1,27d,0
12.0,O,N,MO,2807,1,20d,0
18.0,S,R,SN,2501,1,24d,4
11.0,S,N,SL,72,1,24d,4
10.0,S,N,SN,625,1,24d,4
16.0,O,R,SU,16,1,14d,1
10.0,J,N,MO,1307,1,25d,5
12.0,O,N,MO,34,1,25d,5
17.0,S,N,SL,1,1,24d,4
4.0,O,R,PN,16,1,25d,5
8.0,O,N,MO,1203,1,21d,1
8.0,S,R,SN,1291,1,24d,4
7.0,S,G,SL,67,1,24d,4
13.0,S,N,SP,627,1,24d,4
9.0,S,R,SN,2501,1,24d,4
16.0,S,N,SL,241,1,24d,4
4.0,O,R,MO,809,1,27d,0
11.0,S,N,SL,336,1,24d,4
11.0,S,N,MO,42,1,24d,4
19.0,S,N,SL,72,1,24d,4
21.0,J,E,SU,16,1,25d,5
1.0,O,N,SU,106,1,26d,6
2.0,J,R,SU,1040,1,25d,5
20.0,J,N,SU,1359,1,26d,6
16.0,S,G,SN,76,1,24d,4
22.0,O,N,MO,246,1,24d,4
8.0,J,R,SU,413,1,16d,3
21.0,S,N,SN,1331,1,24d,4
2.0,S,R,PP,15,1,25d,5
18.0,O,R,MO,254,1,17d,4
12.0,J,N,SU,8,1,22d,2
4.0,J,R,SL,638,1,25d,5
15.0,S,N,SL,2501,1,24d,4
12.0,O,N,SU,620,1,26d,6
8.0,O,N,MO,1033,1,26d,6
16.0,N,E,OS,4,1,24d,4
21.0,O,R,SN,1096,1,27d,0
5.0,J,N,SU,659,1,27d,0
16.0,O,E,SU,57,1,27d,0
23.0,S,N,SL,28,1,24d,4
6.0,O,N,SU,21,1,27d,0
14.0,S,E,SL,335,1,24d,4
21.0,O,R,SU,1189,1,16d,3
17.0,O,N,MO,11,1,24d,4
13.0,O,N,MO,200,1,20d,0
16.0,D,G,MO,9,1,27d,0
17.0,O,N,SU,1417,1,20d,0
2.0,O,R,SP,56,1,25d,5
15.0,S,N,SN,2501,1,24d,4
8.0,J,R,MO,24,1,25d,5
17.0,O,N,SU,86,1,20d,0
7.0,O,N,SU,1,1,27d,0
9.0,O,N,MO,612,1,27d,0
0.0,J,N,SU,26,1,28d,1
7.0,O,Z,SU,138,1,23d,3
11.0,O,N,SU,66,1,27d,0
13.0,O,N,MO,29,1,27d,0
4.0,S,N,SL,1232,1,28d,1
18.0,O,N,SN,88,1,26d,6
17.0,J,N,SU,104,1,13d,0
11.0,O,N,SU,1264,1,16d,3
18.0,S,N,SN,42,1,24d,4
13.0,O,N,SN,18,1,27d,0
14.0,J,N,SU,2,1,15d,2
8.0,S,R,SN,322,1,24d,4
10.0,S,N,SP,7,1,24d,4
19.0,O,E,MO,197,1,22d,2
12.0,O,N,SU,603,1,27d,0
6.0,O,N,SU,128,1,27d,0
17.0,O,N,SU,2,1,23d,3
9.0,S,N,SP,241,1,24d,4
15.0,S,N,SN,256,1,24d,4
12.0,J,N,SU,40,1,22d,2
13.0,J,N,SU,529,1,21d,1
15.0,S,N,SP,1233,1,24d,4
15.0,J,R,SU,1300,1,25d,5
13.0,J,R,SU,1319,1,25d,5
22.0,O,R,SU,67,1,22d,2
12.0,S,N,SL,111,1,24d,4
19.0,N,E,OS,11,1,20d,0
9.0,S,N,MO,4,1,24d,4
14.0,S,N,SL,9,1,24d,4
18.0,O,N,SU,105,1,22d,2
13.0,S,N,OS,637,1,24d,4
9.0,O,N,SU,95,1,27d,0
12.0,O,N,MO,88,1,17d,4
13.0,O,N,SU,19,1,22d,2
6.0,D,R,MO,21,1,6d,0
17.0,O,N,SL,1177,1,24d,4
22.0,S,N,SL,1293,1,24d,4
18.0,O,N,MO,258,1,23d,3
16.0,S,G,SL,167,1,24d,4
15.0,S,G,MO,18,1,28d,1
7.0,J,N,SU,40,1,21d,1
7.0,S,N,SP,68,1,28d,1
23.0,O,R,SU,485,1,23d,3
5.0,J,N,MO,32,1,21d,1
15.0,O,N,SU,146,1,19d,6
19.0,J,R,SU,231,1,16d,3
5.0,S,R,MO,28,1,24d,4
6.0,S,N,MO,26,1,24d,4
9.0,O,N,MO,27,1,28d,1
17.0,J,N,SU,119,1,20d,0
6.0,S,N,MO,268,1,28d,1
2.0,S,N,SN,328,1,29d,2
19.0,S,R,SN,45,1,28d,1
9.0,J,R,SL,1,1,27d,0
21.0,S,N,MO,638,1,24d,4
11.0,O,N,SU,1136,1,27d,0
15.0,O,N,SU,23,1,23d,3
11.0,O,N,SU,21,1,28d,1
16.0,O,N,MO,7,1,23d,3
10.0,O,N,SU,1259,1,27d,0
12.0,O,N,MO,15,1,24d,4
17.0,S,E,SN,1033,1,28d,1
14.0,D,N,MO,73,1,20d,0
7.0,S,N,SN,1223,1,24d,4
18.0,J,N,SU,1262,1,20d,0
17.0,O,N,SU,1181,1,27d,0
17.0,S,N,SN,117,1,24d,4
7.0,O,N,SU,375,1,28d,1
8.0,V,N,SU,774,1,28d,1
14.0,N,E,OS,4120,1,23d,3
11.0,S,N,SL,1203,1,28d,1
7.0,J,R,PN,1066,1,28d,1
18.0,S,N,SP,314,1,28d,1
6.0,S,G,SN,67,1,28d,1
9.0,S,N,SL,30,1,28d,1
22.0,S,N,SL,146,1,28d,1
17.0,S,E,SN,1206,1,24d,4
12.0,O,N,MO,534,1,26d,6
19.0,S,N,SN,627,1,28d,1
15.0,S,R,MO,1203,1,28d,1
12.0,J,N,SU,5,1,28d,1
16.0,S,G,SP,255,1,28d,1
11.0,J,N,SU,1190,1,27d,0
14.0,O,N,SU,23,1,12d,6
13.0,S,N,SL,24,1,28d,1
6.0,S,G,SL,301,1,24d,4
6.0,S,G,SL,301,1,24d,4
6.0,S,G,SL,301,1,24d,4
14.0,O,N,SU,1359,1,26d,6
14.0,O,N,MO,1315,1,26d,6
9.0,O,R,SU,310,1,28d,1
7.0,O,N,PP,8,1,28d,1
15.0,O,N,SU,488,1,22d,2
21.0,N,E,SU,24,1,26d,6
14.0,O,N,SU,13,1,27d,0
5.0,S,N,SN,1423,1,29d,2
22.0,O,R,MO,37,1,22d,2
6.0,S,N,SP,1265,1,29d,2
18.0,S,R,MO,11,1,24d,4
18.0,O,R,SU,6924,1,29d,2
8.0,N,E,MO,16,1,29d,2
14.0,O,N,MO,266,1,29d,2
8.0,S,N,SP,52,1,24d,4
20.0,O,R,MO,1286,1,29d,2
1.0,N,E,MO,5,1,29d,2
5.0,M,R,SU,1248,1,13d,0
8.0,O,N,SP,1309,1,29d,2
11.0,O,N,SU,206,1,22d,2
13.0,O,N,MO,19,1,18d,5
8.0,O,N,MO,2,1,29d,2
21.0,N,E,SP,14,1,10d,4
21.0,S,N,MO,260,1,24d,4
9.0,O,E,SU,19,1,23d,3
20.0,D,N,MO,32,1,17d,4
18.0,S,N,MO,3,1,28d,1
14.0,S,N,SL,265,1,24d,4
9.0,S,R,MO,32,1,29d,2
17.0,N,E,SL,40,1,27d,0
6.0,S,N,SN,1331,1,29d,2
8.0,J,R,MO,51,1,27d,0
20.0,S,N,SL,6276,1,24d,4
18.0,J,N,SU,69,1,20d,0
20.0,S,R,SN,50,1,28d,1
9.0,J,N,MO,1267,1,25d,5
0.0,S,R,MO,20,1,25d,5
18.0,D,R,SP,3214,1,27d,0
17.0,O,N,SP,210,1,27d,0
19.0,O,N,MO,10,1,29d,2
13.0,J,N,SU,95,1,25d,5
6.0,S,N,MO,92,1,24d,4
5.0,S,G,SP,1258,1,30d,3
16.0,S,N,MO,810,1,24d,4
6.0,S,N,MO,636,1,24d,4
18.0,J,N,SU,7912,1,21d,1
15.0,S,N,SN,304,1,24d,4
19.0,O,N,SU,620,1,20d,0
21.0,S,R,PN,1307,1,28d,1
17.0,S,N,SN,11,1,24d,4
11.0,S,N,MO,31,1,24d,4
18.0,O,N,MO,534,1,25d,5
0.0,S,R,SL,270,1,29d,2
17.0,O,N,SU,18,1,22d,2
20.0,S,R,SN,258,1,28d,1
17.0,J,R,SU,177,1,13d,0
10.0,N,E,OS,68,1,21d,1
10.0,J,N,SU,7,1,27d,0
12.0,S,N,MO,208,1,24d,4
13.0,O,R,SU,8,1,29d,2
23.0,J,R,SU,18,1,19d,6
9.0,J,N,SU,11,1,27d,0
23.0,N,R,MO,95,1,25d,5
2.0,O,N,MO,909,1,31d,4
10.0,S,N,SL,95,1,24d,4
11.0,O,R,MO,17,1,29d,2
22.0,O,N,SN,615,1,28d,1
14.0,S,N,SL,7,1,30d,3
21.0,S,N,PP,11,1,28d,1
17.0,D,N,MO,1295,1,30d,3
12.0,J,N,MO,9,1,25d,5
22.0,O,G,SU,131,1,28d,1
16.0,S,N,SL,604,1,30d,3
20.0,O,N,SU,30,1,7d,1
7.0,S,N,SL,1270,1,29d,2
12.0,S,N,SL,2,1,30d,3
9.0,O,N,SL,1246,1,29d,2
10.0,S,N,SL,4,1,30d,3
11.0,S,N,SN,332,1,30d,3
14.0,S,N,SL,4,1,30d,3
15.0,S,R,SN,5,1,30d,3
9.0,S,N,SN,210,1,30d,3
22.0,D,N,MO,1316,1,30d,3
18.0,S,N,SL,606,1,30d,3
17.0,S,R,SN,1413,1,30d,3
1.0,D,R,MO,1025,1,31d,4
11.0,O,N,MO,1162,1,29d,2
8.0,J,N,SU,6,1,22d,2
12.0,O,N,SN,20,1,30d,3
16.0,O,N,MO,653,1,27d,0
12.0,O,E,MO,3,1,29d,2
23.0,O,N,MO,115,1,30d,3
6.0,S,G,SP,212,1,30d,3
13.0,S,N,SL,617,1,30d,3
11.0,S,R,SN,3601,1,24d,4
14.0,S,N,MO,638,1,28d,1
18.0,O,N,MO,645,1,30d,3
15.0,O,N,SP,115,1,29d,2
12.0,S,G,SP,371,1,30d,3
0.0,O,R,SP,1310,1,29d,2
10.0,O,R,OS,30,1,29d,2
10.0,S,N,SP,2,1,30d,3
7.0,S,N,MO,263,1,30d,3
20.0,D,R,MO,1015,1,30d,3
20.0,S,R,MO,197,1,27d,0
12.0,S,N,SL,129,1,24d,4
6.0,S,N,MO,1183,1,29d,2
11.0,O,N,SL,273,1,25d,5
5.0,J,E,SU,28,1,27d,0
12.0,S,N,MO,165,1,24d,4
10.0,D,R,PP,39,1,31d,4
19.0,J,N,MO,4,1,29d,2
17.0,O,G,MO,4,1,19d,6
5.0,S,N,SL,1178,1,29d,2
16.0,O,R,MO,504,1,19d,6
8.0,S,N,SL,671,1,29d,2
16.0,S,N,SP,1006,1,30d,3
6.0,D,G,PP,6,1,31d,4
15.0,S,E,MO,98,1,23d,3
20.0,S,R,SL,1134,1,30d,3
19.0,O,R,MO,1298,1,11d,5
10.0,M,N,SU,112,1,13d,0
21.0,O,R,SU,1315,1,22d,2
16.0,O,N,SN,1079,1,30d,3
7.0,D,R,PN,290,2,1d,5
15.0,O,R,MO,67,1,31d,4
4.0,D,R,PP,584,2,2d,6
18.0,S,E,SL,19,1,24d,4
21.0,O,N,SP,12,2,1d,5
7.0,S,R,SP,21,1,28d,1
14.0,O,N,SL,1,1,29d,2
11.0,O,N,MO,66,1,31d,4
18.0,D,R,PN,1254,2,1d,5
19.0,S,E,SN,293,2,2d,6
10.0,O,E,SN,5,1,29d,2
12.0,S,N,SL,2,1,31d,4
20.0,D,N,PP,1331,2,1d,5
20.0,D,R,MO,1008,1,31d,4
13.0,O,R,SU,555,1,26d,6
18.0,O,R,MO,1242,1,31d,4
20.0,D,N,PP,280,2,2d,6
6.0,O,R,MO,632,1,26d,6
6.0,S,N,SN,1423,1,30d,3
13.0,O,N,SU,746,1,26d,6
12.0,O,N,SP,607,2,2d,6
14.0,S,N,SL,25,1,31d,4
9.0,S,R,SN,331,2,2d,6
0.0,O,R,PP,1235,2,2d,6
11.0,D,N,MO,2,2,1d,5
17.0,S,G,SL,66,1,24d,4
15.0,S,N,SL,1076,2,2d,6
3.0,S,R,SL,603,2,3d,0
23.0,O,N,MO,17,1,31d,4
21.0,D,N,MO,1012,1,31d,4
15.0,O,R,SN,27,1,30d,3
17.0,O,N,MO,873,1,27d,0
7.0,O,N,PP,34,1,27d,0
8.0,S,N,MO,89,1,24d,4
12.0,S,N,MO,610,1,30d,3
10.0,O,N,MO,18,1,31d,4
15.0,S,G,SP,657,1,30d,3
13.0,S,N,SP,610,1,30d,3
20.0,S,R,PP,622,2,1d,5
8.0,S,Z,SP,43,1,30d,3
8.0,S,N,SP,658,1,30d,3
8.0,O,N,MO,262,2,1d,5
20.0,N,E,OS,1298,1,24d,4
6.0,S,R,SN,1039,1,31d,4
12.0,J,N,SU,705,1,26d,6
18.0,S,N,SL,1298,1,24d,4
12.0,D,N,MO,4806,2,1d,5
9.0,O,N,MO,32,1,27d,0
17.0,J,R,SU,2,1,25d,5
12.0,S,Z,SP,653,1,30d,3
12.0,O,N,SU,415,1,27d,0
20.0,D,N,MO,50,2,1d,5
10.0,D,R,SP,13,1,31d,4
20.0,D,N,PN,4,2,1d,5
15.0,S,Z,SP,17,1,30d,3
17.0,S,R,SU,206,1,27d,0
12.0,S,N,SL,584,1,28d,1
17.0,O,N,MO,28,1,27d,0
18.0,S,N,SL,1136,2,2d,6
20.0,D,N,PN,1268,2,1d,5
6.0,O,N,MO,8,1,29d,2
13.0,N,E,OS,4,2,1d,5
23.0,D,R,MO,230,2,1d,5
16.0,S,N,SL,620,1,28d,1
19.0,S,N,MO,33,1,28d,1
6.0,D,N,SP,611,2,2d,6
10.0,S,N,SL,655,1,30d,3
18.0,S,N,MO,18,2,2d,6
11.0,S,N,SN,43,1,24d,4
1.0,D,R,PN,6303,2,1d,5
8.0,O,N,SP,1330,2,1d,5
13.0,O,E,PN,13,1,29d,2
21.0,D,E,OS,1,2,1d,5
13.0,S,N,SL,656,1,30d,3
13.0,O,N,SN,1260,1,30d,3
19.0,S,N,SL,258,1,28d,1
7.0,S,N,SL,14,1,28d,1
17.0,D,E,SU,27,1,31d,4
16.0,J,E,MO,333,1,26d,6
23.0,N,E,SU,48,1,23d,3
5.0,O,R,PP,1198,1,25d,5
19.0,D,R,SP,25,2,2d,6
14.0,D,N,MO,74,2,1d,5
7.0,D,N,PP,1261,2,2d,6
3.0,O,R,PP,8,2,1d,5
8.0,O,G,SU,36,1,27d,0
23.0,S,R,SP,691,1,28d,1
20.0,D,N,PN,19,2,1d,5
17.0,N,E,MO,85,2,3d,0
16.0,O,E,SU,27,1,27d,0
8.0,D,N,PN,516,2,1d,5
1.0,S,R,SL,35,1,29d,2
7.0,O,N,MO,605,2,1d,5
22.0,S,N,PP,241,1,31d,4
6.0,J,N,OS,16,1,31d,4
7.0,S,N,SL,1290,1,29d,2
8.0,O,N,PN,15,1,25d,5
9.0,S,N,MO,1400,1,30d,3
16.0,N,E,MO,31,1,18d,5
6.0,S,N,MO,1328,1,30d,3
11.0,O,R,MO,1090,2,3d,0
15.0,S,N,SL,657,1,30d,3
14.0,O,N,SL,1290,1,30d,3
11.0,S,N,SN,65,1,31d,4
9.0,S,E,SL,32,1,28d,1
12.0,S,N,SL,808,1,30d,3
7.0,D,N,PP,655,2,1d,5
13.0,S,N,SL,642,1,28d,1
10.0,S,N,MO,91,1,29d,2
0.0,D,R,MO,80,1,24d,4
12.0,S,N,SP,71,1,30d,3
22.0,D,R,MO,474,1,30d,3
14.0,O,N,MO,632,1,30d,3
8.0,S,N,SN,255,1,30d,3
10.0,S,E,SN,92,1,28d,1
23.0,D,N,MO,906,1,30d,3
20.0,N,E,SP,4,1,27d,0
20.0,D,N,MO,30,2,2d,6
10.0,S,N,SN,1328,1,30d,3
5.0,S,R,SL,36,2,2d,6
11.0,S,N,SN,42,1,30d,3
22.0,O,R,MO,274,2,2d,6
8.0,N,E,OS,12,1,18d,5
7.0,O,N,MO,1290,2,1d,5
11.0,D,N,MO,31,1,31d,4
17.0,O,N,SP,203,2,3d,0
11.0,O,R,MO,168,1,31d,4
12.0,O,N,PP,1291,2,3d,0
14.0,D,N,MO,1062,1,31d,4
14.0,O,N,MO,178,1,28d,1
21.0,O,R,MO,6848,2,3d,0
18.0,O,N,MO,326,1,31d,4
16.0,D,N,MO,343,1,31d,4
1.0,D,R,PN,1309,2,1d,5
8.0,D,G,PP,906,1,31d,4
18.0,S,N,SP,1147,1,28d,1
7.0,D,N,MO,632,1,31d,4
0.0,D,R,MO,114,2,2d,6
14.0,D,N,MO,113,1,29d,2
8.0,D,N,MO,906,1,31d,4
16.0,O,N,MO,95,1,29d,2
9.0,D,N,MO,353,1,30d,3
18.0,J,N,SU,212,1,16d,3
11.0,S,N,SN,40,1,30d,3
16.0,O,E,SP,1444,1,31d,4
11.0,S,R,MO,31,1,24d,4
17.0,O,N,MO,615,2,1d,5
11.0,O,N,MO,622,2,2d,6
14.0,S,N,MO,637,1,24d,4
15.0,O,N,MO,1256,2,3d,0
12.0,O,N,MO,86,2,3d,0
4.0,O,N,SU,1207,2,4d,1
13.0,D,N,MO,640,2,2d,6
15.0,D,N,MO,37,2,1d,5
21.0,O,E,MO,238,1,30d,3
10.0,D,N,PN,668,2,1d,5
10.0,N,E,OS,26,1,27d,0
5.0,M,N,MO,1,2,3d,0
23.0,O,R,MO,1263,1,24d,4
4.0,O,R,PP,274,2,3d,0
10.0,S,R,PP,111,1,31d,4
18.0,D,N,SP,672,2,1d,5
9.0,D,N,PP,95,2,2d,6
11.0,O,N,MO,488,1,31d,4
15.0,J,N,SU,16,2,3d,0
7.0,D,N,MO,11,1,31d,4
6.0,D,N,SL,1267,2,2d,6
10.0,S,N,SL,241,1,30d,3
16.0,D,N,MO,726,2,2d,6
18.0,O,N,MO,465,1,31d,4
8.0,M,N,MO,631,2,1d,5
14.0,O,R,PP,283,2,3d,0
8.0,O,N,MO,22,2,4d,1
7.0,O,N,SN,25,1,31d,4
13.0,O,N,MO,16,2,3d,0
7.0,O,N,SP,31,2,1d,5
7.0,D,R,PN,4,2,1d,5
15.0,D,R,PP,1261,2,2d,6
9.0,O,N,PP,671,2,1d,5
10.0,O,E,MO,5,1,31d,4
11.0,O,N,SL,12,2,3d,0
22.0,O,R,MO,32,1,3d,4
5.0,S,N,SN,1259,1,30d,3
9.0,O,N,MO,415,1,26d,6
22.0,S,R,SL,3,1,31d,4
1.0,O,R,MO,1504,2,2d,6
15.0,O,N,MO,328,2,4d,1
4.0,O,R,MO,44,2,1d,5
21.0,D,N,PN,128,1,30d,3
8.0,N,N,OS,603,2,4d,1
20.0,S,N,SP,639,1,30d,3
15.0,O,E,MO,245,2,3d,0
19.0,O,R,PP,113,2,1d,5
19.0,J,E,SU,1434,1,25d,5
23.0,D,R,PP,1268,2,1d,5
17.0,S,N,SP,198,2,2d,6
19.0,D,N,MO,80,2,4d,1
15.0,O,N,MO,1036,2,4d,1
8.0,S,N,SN,642,1,30d,3
14.0,O,N,MO,12,2,4d,1
14.0,O,N,MO,95,2,4d,1
19.0,D,N,MO,1398,1,30d,3
14.0,D,N,MO,1012,2,4d,1
11.0,O,N,PN,12,2,3d,0
9.0,O,N,MO,685,1,29d,2
9.0,S,N,MO,165,1,29d,2
17.0,D,N,MO,56,2,1d,5
16.0,O,N,MO,1119,2,4d,1
16.0,O,N,PP,6,2,4d,1
4.0,O,N,SN,685,1,30d,3
19.0,O,N,SN,92,2,4d,1
8.0,O,N,PN,555,2,1d,5
18.0,D,N,PP,1422,2,1d,5
20.0,D,R,PP,39,2,1d,5
18.0,O,N,PP,235,2,2d,6
18.0,O,N,PP,235,2,2d,6
11.0,O,R,MO,19,2,4d,1
12.0,D,N,SP,553,2,2d,6
12.0,O,N,SU,142,1,23d,3
18.0,S,N,SN,7949,1,30d,3
18.0,D,N,MO,239,2,4d,1
15.0,D,N,MO,53,2,1d,5
15.0,S,G,MO,1181,1,28d,1
7.0,D,N,MO,261,1,31d,4
10.0,O,N,MO,91,2,4d,1
19.0,O,N,MO,2,2,4d,1
14.0,O,G,MO,36,1,29d,2
15.0,D,N,SP,20,1,30d,3
23.0,D,R,SP,631,2,1d,5
21.0,J,N,SU,347,1,15d,2
19.0,D,N,SP,261,2,1d,5
21.0,D,N,SP,637,2,2d,6
18.0,D,N,SP,37,2,2d,6
13.0,O,N,MO,328,2,3d,0
15.0,D,R,OS,7,2,2d,6
2.0,M,R,MO,320,1,12d,6
19.0,O,R,MO,256,2,4d,1
5.0,O,N,MO,22,2,4d,1
6.0,S,N,SN,1175,1,30d,3
8.0,O,N,MO,19,1,27d,0
19.0,O,N,SP,44,2,3d,0
23.0,S,R,SN,1039,2,4d,1
2.0,S,R,PP,817,1,28d,1
16.0,S,R,PP,13,1,30d,3
13.0,O,N,MO,241,2,4d,1
0.0,O,N,SL,1110,2,2d,6
17.0,N,E,PP,57,2,3d,0
15.0,D,N,MO,28,2,2d,6
10.0,O,N,MO,603,2,5d,2
7.0,O,G,MO,8,2,4d,1
18.0,O,N,MO,128,2,5d,2
7.0,O,R,MO,5,2,3d,0
21.0,D,N,MO,1349,1,17d,4
21.0,D,N,SP,36,2,2d,6
20.0,D,G,MO,636,2,2d,6
21.0,O,R,MO,27,2,5d,2
20.0,D,R,PN,258,2,2d,6
7.0,O,N,PP,47,2,3d,0
22.0,D,N,SP,636,2,2d,6
14.0,O,N,SU,1514,2,5d,2
14.0,S,G,SP,21,1,28d,1
14.0,D,N,MO,25,1,18d,5
15.0,O,G,MO,6,2,4d,1
21.0,S,R,SL,1603,2,4d,1
11.0,O,N,MO,5,2,5d,2
15.0,O,G,MO,67,2,5d,2
10.0,O,R,MO,35,2,5d,2
12.0,D,R,PP,165,2,1d,5
17.0,O,N,MO,1231,2,5d,2
5.0,N,N,SP,16,2,3d,0
12.0,O,N,SP,95,2,3d,0
23.0,S,R,SL,1349,2,1d,5
14.0,O,N,SL,655,2,4d,1
8.0,O,N,SL,13,2,4d,1
9.0,O,N,MO,142,2,1d,5
21.0,D,N,SP,53,2,1d,5
18.0,D,N,SP,22,2,2d,6
6.0,J,N,MO,14,2,4d,1
15.0,O,N,MO,636,2,3d,0
20.0,O,R,MO,301,2,5d,2
17.0,N,E,SU,2,1,21d,1
18.0,O,R,MO,312,2,3d,0
5.0,S,N,MO,618,2,5d,2
20.0,S,R,SN,485,1,28d,1
12.0,O,N,MO,67,2,5d,2
18.0,J,E,MO,11,2,5d,2
13.0,D,N,MO,15,2,5d,2
6.0,S,N,PP,795,1,30d,3
14.0,O,N,SU,86,1,10d,4
20.0,D,N,SN,89,2,2d,6
5.0,O,N,SN,614,2,5d,2
6.0,O,N,MO,22,2,3d,0
23.0,D,R,MO,1074,2,5d,2
2.0,O,R,MO,654,2,6d,3
19.0,D,R,SP,206,1,31d,4
8.0,O,G,PN,478,2,3d,0
8.0,O,N,SP,254,2,3d,0
0.0,O,E,MO,239,2,3d,0
19.0,O,N,SL,8801,2,1d,5
5.0,O,N,MO,906,2,3d,0
18.0,S,N,SL,262,1,24d,4
10.0,N,E,MO,35,1,29d,2
20.0,S,R,MO,1,1,23d,3
7.0,J,N,MO,42,2,6d,3
5.0,O,N,MO,1110,2,6d,3
10.0,O,N,MO,10,2,6d,3
18.0,O,N,MO,1400,2,6d,3
20.0,O,R,SL,7,2,2d,6
19.0,J,N,SU,779,2,6d,3
8.0,O,N,MO,118,2,6d,3
13.0,O,N,MO,10,2,4d,1
15.0,O,G,PP,36,1,31d,4
10.0,J,G,MO,118,2,6d,3
21.0,O,N,SU,1407,1,13d,0
8.0,O,N,SU,638,2,7d,4
19.0,D,N,MO,644,2,5d,2
23.0,D,N,MO,30,1,30d,3
20.0,D,N,MO,1062,2,1d,5
16.0,O,N,MO,439,2,5d,2
7.0,O,N,MO,85,2,6d,3
14.0,O,R,SU,1,2,6d,3
17.0,O,N,SU,31,1,27d,0
14.0,J,N,SU,1,2,6d,3
10.0,O,E,MO,23,2,4d,1
5.0,D,N,MO,211,2,3d,0
7.0,S,N,SL,258,1,29d,2
18.0,D,E,MO,6,2,5d,2
14.0,O,G,SU,31,1,23d,3
14.0,O,N,PP,371,1,30d,3
8.0,O,N,SP,516,2,1d,5
15.0,O,N,MO,115,2,5d,2
13.0,O,N,MO,124,2,6d,3
22.0,O,N,SU,1205,2,7d,4
13.0,J,G,MO,41,2,7d,4
7.0,M,N,MO,30,2,6d,3
9.0,O,N,PP,2,2,3d,0
14.0,O,R,SU,258,2,4d,1
13.0,O,N,MO,5,1,25d,5
16.0,O,N,MO,12,2,5d,2
1.0,O,N,MO,169,2,7d,4
12.0,J,N,MO,160,2,5d,2
11.0,J,R,MO,1119,2,5d,2
9.0,J,N,MO,327,2,7d,4
16.0,N,E,OS,114,2,6d,3
6.0,O,N,MO,1287,2,5d,2
