Cas_Nesrece,PRVR_Vreme,PRSP_Promet,PRPV_Povrsje,stevilka_odseka,mesec,dan,dan_v_tednu
12.0,J,N,SU,1076,6,5d,4
20.0,J,N,SU,250,6,10d,2
16.0,J,N,SU,5,6,9d,1
18.0,J,G,SU,1258,6,10d,2
9.0,J,N,SU,1338,6,5d,4
14.0,J,G,SU,5,6,6d,5
16.0,J,N,SU,4,6,10d,2
16.0,J,N,SU,18,6,8d,0
18.0,J,N,SU,1313,6,10d,2
12.0,J,N,SU,1004,6,10d,2
17.0,J,N,SU,13,5,31d,6
21.0,J,N,SU,400,6,4d,3
8.0,J,N,SU,18,6,10d,2
24.0,J,N,SU,274,6,11d,3
11.0,J,N,SU,131,6,8d,0
5.0,N,E,SU,92,5,29d,4
13.0,J,R,SU,1252,6,8d,0
10.0,J,N,SU,28,6,11d,3
17.0,O,N,SU,1353,5,26d,1
11.0,J,N,SU,633,6,6d,5
7.0,J,G,SU,18,6,11d,3
4.0,J,N,SU,605,6,12d,4
14.0,J,N,SU,95,6,4d,3
12.0,J,G,SU,1262,6,2d,1
17.0,J,R,SU,14,6,2d,1
5.0,J,R,SU,265,6,8d,0
22.0,J,G,SU,21,6,11d,3
7.0,J,N,SU,33,6,7d,6
20.0,J,N,SU,231,6,11d,3
7.0,J,E,SU,4,6,11d,3
14.0,J,N,SU,637,6,4d,3
15.0,N,E,SU,7,5,11d,0
12.0,D,N,MO,661,6,11d,3
16.0,O,G,SU,245,6,10d,2
7.0,J,N,SU,6727,6,9d,1
8.0,J,N,SU,1407,6,11d,3
8.0,J,N,SU,1181,6,10d,2
2.0,N,E,OS,262,5,29d,4
8.0,D,G,MO,95,4,28d,1
8.0,J,N,SU,1308,6,5d,4
19.0,O,R,SU,1192,6,9d,1
17.0,J,N,SU,5,6,10d,2
17.0,J,N,SU,95,6,11d,3
9.0,J,N,SU,97,6,10d,2
13.0,J,N,SU,16,6,11d,3
6.0,J,N,SU,1432,6,12d,4
11.0,J,N,SU,380,6,10d,2
19.0,J,R,SU,3,6,10d,2
16.0,J,N,SU,33,6,10d,2
11.0,J,N,SU,1012,6,12d,4
10.0,N,E,OS,33,6,13d,5
14.0,J,R,SU,5,6,14d,6
16.0,J,N,SU,8,6,10d,2
10.0,J,N,SU,128,6,13d,5
7.0,J,N,SU,645,6,2d,1
17.0,J,N,SU,5,6,11d,3
11.0,J,G,SU,906,6,5d,4
20.0,J,N,SU,1309,6,13d,5
15.0,J,G,SU,10,6,5d,4
7.0,J,G,SU,45,6,3d,2
12.0,J,R,SU,28,5,8d,4
8.0,O,N,SU,6,6,13d,5
20.0,O,E,MO,53,6,14d,6
18.0,O,E,SU,42,6,14d,6
8.0,J,N,SU,1009,6,6d,5
19.0,D,G,MO,672,6,14d,6
24.0,J,R,SU,1235,6,14d,6
12.0,N,E,OS,2,6,8d,0
14.0,J,R,SU,1042,6,6d,5
22.0,J,R,SU,22,6,14d,6
2.0,J,R,SU,379,6,7d,6
16.0,J,G,SU,1550,6,4d,3
14.0,J,N,SU,119,6,6d,5
9.0,O,R,SU,3,6,4d,3
12.0,J,G,SU,19,6,12d,4
6.0,O,N,MO,22,6,4d,3
21.0,N,E,SU,263,6,12d,4
14.0,J,R,SU,1,6,7d,6
15.0,J,N,SU,687,6,4d,3
21.0,J,R,SU,14,6,10d,2
17.0,J,R,SU,18,6,12d,4
7.0,J,G,SU,646,6,4d,3
2.0,O,R,MO,40,6,10d,2
12.0,O,N,SU,211,6,14d,6
18.0,J,N,SU,36,6,11d,3
17.0,J,N,SU,1259,6,12d,4
11.0,J,N,SU,1292,6,11d,3
17.0,D,N,MO,602,6,14d,6
6.0,J,N,SU,1076,6,10d,2
18.0,J,N,SU,1255,6,11d,3
11.0,J,R,SU,9,6,12d,4
23.0,J,N,SU,1262,6,12d,4
14.0,J,R,SU,28,6,13d,5
14.0,J,N,SU,1,6,13d,5
22.0,O,N,SU,300,6,4d,3
8.0,J,N,SU,347,6,11d,3
15.0,J,N,SU,66,6,10d,2
9.0,J,R,SU,3,6,14d,6
18.0,J,N,SU,1325,6,13d,5
7.0,J,N,SU,5,6,15d,0
16.0,J,N,SU,379,6,9d,1
21.0,J,N,SU,43,6,12d,4
21.0,J,N,SU,8614,6,13d,5
5.0,J,R,SU,9,6,13d,5
19.0,J,N,SU,10,6,13d,5
20.0,J,N,SU,6,6,13d,5
18.0,J,N,SU,11,6,13d,5
18.0,J,N,SU,200,6,6d,5
1.0,J,R,SU,72,6,12d,4
15.0,J,N,SU,584,6,8d,0
16.0,J,N,SU,653,6,4d,3
10.0,J,N,SU,10,6,12d,4
17.0,J,N,SU,177,6,6d,5
18.0,J,N,SU,10,3,19d,3
10.0,J,G,SU,45,6,4d,3
18.0,J,N,SU,283,6,8d,0
6.0,J,R,SU,1033,6,14d,6
0.0,N,E,SU,40,6,12d,4
18.0,J,R,SU,1071,6,12d,4
11.0,J,N,SU,415,6,9d,1
12.0,J,N,SU,8,6,13d,5
16.0,J,N,SU,1186,6,13d,5
11.0,J,N,SU,152,4,29d,2
12.0,J,R,SU,30,6,12d,4
16.0,J,G,SU,9,6,11d,3
0.0,J,R,SU,1258,6,15d,0
14.0,O,N,SU,1045,6,14d,6
10.0,J,E,SU,43,5,20d,2
13.0,J,N,SU,668,6,1d,0
8.0,J,N,SU,71,6,10d,2
14.0,J,R,SU,1353,6,14d,6
19.0,J,E,SU,94,6,12d,4
8.0,J,N,SU,1204,6,5d,4
16.0,J,N,SU,1062,6,13d,5
14.0,J,N,SU,13,6,8d,0
9.0,J,N,SU,432,6,10d,2
0.0,J,R,SU,62,6,14d,6
20.0,J,N,SU,261,6,11d,3
23.0,J,N,SU,811,6,8d,0
13.0,J,G,SU,63,6,12d,4
13.0,J,E,SU,534,6,5d,4
10.0,J,Z,SU,1291,6,4d,3
22.0,J,N,SU,415,6,7d,6
4.0,J,N,SU,261,6,11d,3
14.0,J,N,SU,35,5,27d,2
19.0,O,N,MO,86,6,9d,1
6.0,N,E,OS,80,6,6d,5
21.0,J,E,SU,5,6,6d,5
16.0,J,N,SU,2807,6,12d,4
20.0,J,N,SU,41,6,11d,3
8.0,J,G,SU,620,6,9d,1
6.0,J,N,SU,2,6,10d,2
12.0,J,N,SU,25,5,29d,4
18.0,N,E,MO,26,3,25d,2
6.0,J,E,SU,14,4,2d,3
21.0,J,R,SU,62,6,11d,3
5.0,J,R,SU,1085,6,8d,0
20.0,J,N,SU,516,6,10d,2
23.0,J,N,SU,1,5,29d,4
7.0,J,G,SU,17,5,20d,2
12.0,J,N,SU,131,5,30d,5
12.0,J,N,SU,144,6,6d,5
19.0,J,G,SU,266,6,11d,3
14.0,J,N,SU,16,6,15d,0
22.0,O,N,MO,55,6,14d,6
16.0,J,R,SU,12,6,11d,3
8.0,J,N,SU,1136,6,12d,4
10.0,J,E,SU,258,6,12d,4
9.0,O,G,SU,274,6,15d,0
14.0,N,R,SU,69,6,5d,4
17.0,J,R,SU,1,5,30d,5
14.0,J,N,SU,72,6,9d,1
22.0,J,R,SU,48,5,26d,1
8.0,J,N,SU,4,6,10d,2
12.0,J,N,SU,7,6,8d,0
18.0,D,R,MO,26,5,15d,4
8.0,J,N,SU,99,6,14d,6
10.0,J,G,SU,356,6,13d,5
15.0,J,N,SU,283,6,8d,0
21.0,O,R,SU,1,6,13d,5
5.0,J,N,SU,617,6,5d,4
14.0,J,N,SU,1431,6,13d,5
15.0,J,N,SU,1004,6,6d,5
12.0,J,N,SU,240,6,15d,0
20.0,N,N,OS,178,6,9d,1
14.0,J,G,SU,12,6,11d,3
11.0,J,N,SU,4,6,1d,0
14.0,J,N,SU,28,6,12d,4
13.0,J,N,SU,668,6,14d,6
6.0,J,E,SU,533,6,12d,4
12.0,J,E,SU,376,6,15d,0
17.0,J,N,SU,113,6,10d,2
7.0,O,N,SU,1270,6,13d,5
16.0,J,G,SU,647,6,5d,4
7.0,J,G,SU,178,6,10d,2
16.0,J,N,SU,265,6,11d,3
8.0,J,N,SU,89,6,5d,4
6.0,N,E,SU,6105,6,14d,6
21.0,J,N,SU,1183,6,15d,0
11.0,J,G,SU,2,6,11d,3
8.0,J,G,SU,250,6,12d,4
18.0,J,R,SU,112,6,15d,0
15.0,J,R,MO,81,6,15d,0
10.0,J,N,SU,89,6,5d,4
17.0,J,N,SU,1225,6,12d,4
8.0,J,G,SU,49,6,12d,4
13.0,J,G,SU,61,6,10d,2
7.0,J,N,SU,3,6,12d,4
9.0,J,N,SU,13,6,15d,0
19.0,J,N,SU,207,6,12d,4
11.0,O,N,SU,174,6,15d,0
22.0,J,N,SU,18,6,5d,4
18.0,J,N,SU,655,6,13d,5
0.0,J,N,SU,44,6,5d,4
5.0,J,R,SU,154,6,14d,6
6.0,J,N,SU,1190,6,15d,0
9.0,O,N,SU,29,6,13d,5
7.0,J,N,SU,113,6,2d,1
2.0,D,R,MO,1013,6,16d,1
14.0,J,N,SU,461,6,7d,6
14.0,J,N,SU,105,6,11d,3
8.0,J,R,SU,53,6,8d,0
23.0,J,R,SU,509,6,13d,5
14.0,D,N,MO,1255,6,15d,0
14.0,J,N,SU,52,6,6d,5
17.0,J,N,SU,4,6,11d,3
13.0,D,G,MO,1423,6,15d,0
14.0,J,N,SU,1323,6,14d,6
8.0,J,N,SU,182,6,6d,5
8.0,J,G,SU,45,6,3d,2
22.0,O,N,SU,1264,6,15d,0
8.0,O,G,SU,12,6,15d,0
0.0,J,R,SU,641,6,16d,1
14.0,J,Z,SU,640,6,13d,5
7.0,J,N,SU,142,6,9d,1
6.0,J,R,SU,1347,6,7d,6
6.0,O,G,SU,42,6,15d,0
12.0,J,N,SU,1040,6,12d,4
11.0,J,N,SU,40,6,13d,5
22.0,D,R,MO,586,6,15d,0
15.0,J,N,SU,22,6,7d,6
21.0,D,E,MO,27,6,14d,6
9.0,D,N,MO,1111,6,16d,1
16.0,O,R,SU,3,5,31d,6
16.0,J,N,MO,524,6,16d,1
4.0,O,R,SU,322,6,17d,2
19.0,D,N,MO,1089,6,16d,1
18.0,J,N,SU,4,6,8d,0
16.0,D,N,MO,1306,6,16d,1
8.0,J,N,SU,662,6,11d,3
6.0,J,N,SU,1333,6,12d,4
22.0,N,E,OS,104,6,6d,5
19.0,J,N,SU,226,6,15d,0
17.0,O,R,SU,264,6,14d,6
17.0,N,N,OS,5,6,14d,6
19.0,J,N,SU,1,6,8d,0
23.0,D,R,SP,606,6,16d,1
2.0,D,R,MO,9,6,17d,2
5.0,J,R,SU,1016,6,14d,6
14.0,J,R,SU,1,6,11d,3
14.0,O,N,SU,1126,6,16d,1
17.0,J,N,SU,20,6,7d,6
12.0,O,E,SU,4,6,16d,1
18.0,O,R,SU,11,6,16d,1
11.0,O,N,SU,245,6,15d,0
19.0,J,N,SU,18,6,12d,4
5.0,J,E,SU,265,6,12d,4
23.0,J,N,SU,636,6,12d,4
6.0,J,R,SU,3610,6,12d,4
14.0,J,N,SU,44,6,5d,4
14.0,J,R,SU,207,6,15d,0
5.0,J,R,SU,667,6,6d,5
12.0,J,N,SU,282,6,5d,4
11.0,J,N,SU,122,6,8d,0
15.0,J,N,SU,7,6,8d,0
16.0,J,N,SU,415,6,13d,5
15.0,O,G,SU,1298,6,16d,1
23.0,O,R,SU,264,6,12d,4
13.0,J,R,SU,19,6,14d,6
2.0,J,N,SU,265,6,12d,4
14.0,D,N,SP,12,6,16d,1
10.0,J,N,SU,4,6,5d,4
14.0,J,N,SU,326,6,12d,4
1.0,J,N,SU,250,6,14d,6
18.0,J,N,SU,4,6,11d,3
16.0,J,G,SU,610,6,3d,2
18.0,J,E,SU,10,6,10d,2
12.0,J,N,SU,6,5,26d,1
22.0,O,N,MO,1147,6,9d,1
16.0,J,N,SU,18,6,11d,3
8.0,J,R,SU,12,6,13d,5
18.0,O,N,SU,642,6,16d,1
2.0,D,R,MO,639,6,17d,2
14.0,J,N,SU,9,6,9d,1
13.0,J,Z,SU,43,6,2d,1
16.0,D,N,MO,78,6,16d,1
11.0,O,N,SU,634,6,17d,2
15.0,J,E,SU,25,6,7d,6
19.0,J,R,SU,2,6,12d,4
9.0,J,E,SU,25,6,7d,6
13.0,J,G,SU,639,6,11d,3
18.0,J,R,SU,1157,6,8d,0
10.0,D,N,MO,108,6,16d,1
12.0,J,N,SU,11,6,8d,0
13.0,J,G,SU,6,6,13d,5
16.0,D,N,MO,1121,6,16d,1
16.0,J,N,SU,534,6,11d,3
16.0,O,N,SU,58,6,10d,2
11.0,J,N,SU,15,6,12d,4
11.0,J,G,SU,266,6,12d,4
16.0,O,N,SU,1204,6,17d,2
15.0,J,N,SU,96,5,26d,1
9.0,J,R,SU,65,6,8d,0
9.0,J,N,SU,662,6,12d,4
5.0,J,N,SU,12,6,5d,4
18.0,J,N,SU,78,5,30d,5
17.0,D,N,MO,1090,6,16d,1
16.0,O,E,SU,10,6,17d,2
20.0,N,N,SU,1359,6,8d,0
9.0,N,E,SU,4,5,21d,3
7.0,J,R,SU,1118,6,15d,0
10.0,J,N,SU,328,6,10d,2
10.0,D,N,MO,1183,6,16d,1
15.0,J,N,SU,211,6,17d,2
15.0,J,N,SU,690,6,9d,1
15.0,J,N,SU,6,6,17d,2
7.0,O,N,SU,662,6,16d,1
8.0,J,R,SU,306,6,14d,6
21.0,J,N,SU,4,6,11d,3
17.0,J,N,SU,667,6,3d,2
5.0,J,N,SU,90,6,8d,0
7.0,J,N,SU,16,6,17d,2
0.0,D,R,MO,1349,6,16d,1
12.0,J,N,SU,178,6,12d,4
12.0,J,G,SU,31,6,4d,3
12.0,O,R,SU,21,6,7d,6
16.0,J,R,SU,88,6,13d,5
14.0,D,G,MO,67,6,16d,1
14.0,J,N,SU,2,6,17d,2
8.0,J,N,SU,236,6,17d,2
16.0,O,G,SU,47,6,17d,2
8.0,J,G,SU,46,6,10d,2
13.0,O,R,MO,2407,6,16d,1
6.0,O,R,MO,1074,6,17d,2
7.0,J,N,SU,250,6,15d,0
16.0,N,E,SU,42,6,13d,5
15.0,J,G,SU,1062,6,16d,1
5.0,N,N,SU,77,6,15d,0
7.0,J,N,SU,111,6,9d,1
23.0,J,R,SU,1217,6,13d,5
23.0,O,R,SU,6924,6,17d,2
11.0,N,E,OS,244,6,1d,0
18.0,O,R,SU,1061,6,16d,1
15.0,J,N,SU,13,6,16d,1
17.0,O,N,SU,85,6,16d,1
22.0,O,R,SU,42,6,17d,2
10.0,O,N,SU,26,6,16d,1
10.0,O,N,SU,149,6,16d,1
11.0,J,N,SU,1275,6,11d,3
20.0,J,N,SU,2,6,13d,5
12.0,J,R,SU,12,4,27d,0
16.0,J,N,SU,152,6,17d,2
12.0,J,N,SU,66,6,12d,4
7.0,J,E,SU,23,6,3d,2
14.0,J,N,SU,68,6,12d,4
13.0,J,N,SU,10,6,4d,3
14.0,J,G,SU,15,6,10d,2
11.0,J,N,SU,31,6,8d,0
13.0,D,G,MO,85,6,16d,1
15.0,J,E,SU,371,6,10d,2
6.0,J,N,SU,3,6,2d,1
22.0,J,E,SU,526,6,12d,4
15.0,J,N,SU,1237,6,7d,6
7.0,J,N,SU,1316,6,12d,4
13.0,J,N,SU,1178,6,17d,2
16.0,J,N,SU,1222,6,13d,5
7.0,J,G,SU,616,6,10d,2
0.0,O,R,SU,123,6,17d,2
17.0,O,N,SU,36,6,17d,2
9.0,J,N,SU,98,6,13d,5
9.0,J,N,SU,1314,6,13d,5
20.0,J,N,SU,4,6,10d,2
10.0,J,N,SU,13,6,18d,3
14.0,J,G,SU,207,6,12d,4
7.0,J,N,SU,1,6,18d,3
20.0,J,N,SU,2346,6,18d,3
7.0,J,N,SU,57,6,18d,3
10.0,J,N,SU,616,6,7d,6
9.0,J,N,SU,4,6,18d,3
22.0,O,R,SU,7,6,15d,0
12.0,O,E,SU,8,6,17d,2
10.0,J,R,SU,8801,6,17d,2
5.0,N,E,OS,1110,6,16d,1
8.0,O,E,SU,50,6,17d,2
14.0,J,N,SU,100,6,18d,3
17.0,J,N,SU,121,6,18d,3
18.0,O,R,SU,44,6,18d,3
14.0,J,R,SU,46,6,12d,4
20.0,J,R,SU,95,6,18d,3
9.0,J,N,SU,1428,6,13d,5
19.0,O,R,SU,12,6,17d,2
23.0,J,R,SU,310,6,7d,6
7.0,J,R,SU,290,6,13d,5
15.0,J,N,SU,263,6,18d,3
18.0,O,N,SU,24,5,13d,2
8.0,J,N,SU,153,6,17d,2
14.0,J,N,SU,1,6,17d,2
19.0,O,R,SU,2,6,17d,2
3.0,J,R,SU,1208,6,14d,6
1.0,J,R,SU,2517,6,19d,4
18.0,J,Z,SU,657,6,7d,6
2.0,J,R,SU,2,6,7d,6
12.0,J,N,SU,654,6,12d,4
17.0,J,R,SU,40,6,18d,3
11.0,J,N,SU,11,6,18d,3
7.0,J,N,SU,1034,6,18d,3
14.0,J,N,SU,1089,6,18d,3
8.0,J,R,SU,22,6,18d,3
15.0,J,G,SU,1239,6,12d,4
11.0,O,N,SU,23,6,18d,3
8.0,J,N,SU,173,6,18d,3
17.0,J,N,SU,54,6,11d,3
17.0,J,N,SU,149,6,18d,3
18.0,N,E,OS,177,6,11d,3
15.0,J,R,SU,38,6,18d,3
17.0,J,N,SU,10,5,25d,0
13.0,O,G,SU,1,6,17d,2
17.0,J,R,SU,1341,6,18d,3
11.0,J,G,SU,1,6,13d,5
21.0,J,R,SU,36,6,18d,3
18.0,J,N,SU,52,6,17d,2
14.0,J,N,SU,11,6,18d,3
19.0,J,N,SU,1281,6,1d,0
13.0,J,N,SU,279,6,11d,3
15.0,J,N,SU,118,6,9d,1
20.0,J,N,SU,114,6,5d,4
15.0,O,E,MO,380,6,16d,1
8.0,J,N,SU,26,6,18d,3
10.0,J,N,SU,18,6,15d,0
7.0,J,E,SU,114,6,9d,1
12.0,J,N,SU,662,6,18d,3
9.0,J,N,SU,241,6,18d,3
12.0,J,G,SU,373,6,18d,3
14.0,J,N,SU,140,6,18d,3
16.0,J,N,SU,151,6,18d,3
13.0,O,N,SU,1109,6,16d,1
16.0,J,R,SU,368,6,5d,4
8.0,J,R,SU,12,6,4d,3
7.0,J,N,SU,873,6,18d,3
10.0,O,N,SU,1413,6,18d,3
6.0,J,N,SU,1004,6,18d,3
15.0,J,N,SU,614,6,12d,4
16.0,J,G,SU,212,6,15d,0
9.0,J,N,SU,414,6,13d,5
4.0,O,N,SU,3,6,20d,5
22.0,D,R,MO,1253,6,19d,4
15.0,J,N,SU,277,6,14d,6
18.0,D,R,MO,18,6,19d,4
19.0,D,R,MO,78,6,19d,4
12.0,J,N,SU,1083,5,14d,3
12.0,J,N,SU,42,6,8d,0
7.0,O,N,MO,1198,6,16d,1
0.0,J,R,SU,87,6,12d,4
15.0,O,G,MO,278,6,19d,4
13.0,J,N,SU,120,6,18d,3
15.0,O,G,MO,256,6,19d,4
3.0,O,N,MO,315,6,20d,5
15.0,O,N,SU,118,6,19d,4
10.0,D,N,MO,243,6,19d,4
11.0,O,R,SU,225,6,20d,5
12.0,O,N,SU,157,6,17d,2
12.0,O,N,SU,601,6,21d,6
1.0,O,N,MO,5,6,20d,5
23.0,O,R,MO,281,6,19d,4
19.0,D,N,MO,1176,6,19d,4
10.0,O,N,SU,24,6,13d,5
6.0,N,R,OS,23,6,20d,5
12.0,O,N,MO,1009,6,19d,4
8.0,O,N,SU,22,6,16d,1
21.0,O,R,SU,8115,6,20d,5
13.0,J,G,SU,258,6,13d,5
18.0,N,E,SU,1,6,16d,1
1.0,J,N,SU,6,6,21d,6
17.0,O,G,MO,35,6,19d,4
21.0,D,N,MO,534,6,14d,6
18.0,N,E,SU,23,6,15d,0
4.0,D,R,MO,816,6,20d,5
4.0,O,R,SU,1376,6,20d,5
16.0,O,G,SU,1437,6,19d,4
1.0,J,R,SU,7,6,21d,6
19.0,O,N,SU,534,6,15d,0
8.0,O,N,SU,1139,6,17d,2
1.0,D,R,MO,14,6,20d,5
5.0,O,R,MO,1260,6,20d,5
20.0,D,R,MO,1178,6,19d,4
13.0,O,N,SU,61,6,15d,0
15.0,J,N,SU,1214,6,20d,5
23.0,O,E,SU,22,6,18d,3
6.0,O,N,MO,7,6,16d,1
1.0,O,R,SU,1195,6,13d,5
13.0,J,N,SU,1199,6,15d,0
10.0,J,E,SU,207,6,11d,3
9.0,O,N,SU,1004,6,19d,4
22.0,J,N,SU,1077,6,20d,5
22.0,O,R,MO,1207,6,19d,4
6.0,J,R,SU,4006,6,22d,0
18.0,D,R,MO,27,6,19d,4
5.0,J,R,SU,3,5,30d,5
18.0,D,N,MO,49,6,19d,4
21.0,J,N,SU,261,5,29d,4
15.0,J,N,SU,40,6,20d,5
16.0,D,E,MO,23,6,19d,4
16.0,J,R,SU,32,6,13d,5
12.0,J,E,SU,51,6,18d,3
9.0,D,N,MO,1280,6,19d,4
10.0,J,G,SU,1309,6,20d,5
9.0,J,N,SU,326,6,15d,0
11.0,J,E,SU,38,6,18d,3
20.0,J,G,SU,16,5,10d,6
20.0,N,E,OS,3,6,18d,3
9.0,D,N,MO,1,6,19d,4
8.0,J,N,SU,256,6,22d,0
10.0,N,E,OS,256,6,22d,0
9.0,J,N,SU,1296,6,19d,4
15.0,D,R,MO,34,6,19d,4
7.0,O,N,SU,12,6,19d,4
12.0,J,N,SU,54,6,10d,2
5.0,J,E,SU,493,6,21d,6
20.0,O,N,MO,3,6,20d,5
12.0,J,G,SU,343,6,21d,6
18.0,O,R,MO,1136,6,19d,4
8.0,O,R,OS,28,6,20d,5
11.0,O,R,SU,1423,6,21d,6
10.0,N,E,OS,5,6,14d,6
17.0,J,E,SU,19,6,18d,3
22.0,O,R,SU,170,6,21d,6
8.0,J,R,SU,48,6,18d,3
10.0,O,G,SU,105,6,19d,4
16.0,D,G,MO,2,6,20d,5
22.0,J,N,SU,586,6,20d,5
11.0,J,R,SU,5,6,10d,2
20.0,J,E,SU,66,6,18d,3
7.0,J,N,SU,10,6,22d,0
14.0,J,N,SU,314,6,22d,0
16.0,O,G,MO,641,6,19d,4
7.0,J,N,SU,6,6,22d,0
14.0,J,N,SU,15,6,12d,4
12.0,D,N,MO,111,6,19d,4
8.0,J,N,SU,11,6,22d,0
21.0,O,N,SU,8,6,15d,0
11.0,O,R,SU,534,6,19d,4
22.0,J,E,SU,5,6,21d,6
20.0,J,N,SU,4,5,28d,3
9.0,J,N,SU,1486,6,22d,0
19.0,D,G,MO,631,6,19d,4
17.0,J,N,SU,667,6,15d,0
7.0,D,G,MO,22,6,16d,1
17.0,O,G,SU,54,6,17d,2
20.0,J,N,SU,2501,6,18d,3
21.0,J,R,SU,212,6,15d,0
10.0,O,G,SU,25,6,20d,5
10.0,J,N,SU,90,6,18d,3
1.0,D,E,MO,23,6,20d,5
14.0,O,N,SP,1348,6,19d,4
22.0,O,N,SU,211,6,22d,0
4.0,O,R,SP,16,6,20d,5
0.0,O,R,MO,21,6,20d,5
9.0,J,N,SU,1178,6,22d,0
21.0,O,N,MO,95,6,19d,4
6.0,D,G,MO,643,6,16d,1
18.0,D,G,SP,52,6,19d,4
7.0,D,N,MO,24,6,19d,4
22.0,J,N,SU,69,6,16d,1
13.0,D,N,MO,1203,6,19d,4
16.0,O,N,SU,54,6,22d,0
20.0,O,N,SU,1259,6,22d,0
14.0,D,R,MO,24,6,20d,5
14.0,J,N,SU,41,5,17d,6
10.0,J,E,SU,5,6,18d,3
13.0,J,N,SU,10,6,22d,0
2.0,O,R,SU,13,6,20d,5
16.0,J,N,SU,11,6,11d,3
6.0,O,N,MO,137,6,20d,5
21.0,J,R,SU,180,5,25d,0
8.0,J,N,SU,1178,6,22d,0
20.0,J,N,SU,11,6,13d,5
20.0,J,N,SU,286,6,22d,0
20.0,O,N,SU,314,6,20d,5
17.0,J,N,SU,622,6,14d,6
18.0,J,N,SU,129,6,20d,5
24.0,M,N,SU,641,6,20d,5
8.0,J,E,SU,1319,6,17d,2
12.0,O,N,SU,1,6,15d,0
14.0,O,E,SU,19,6,22d,0
18.0,O,R,SU,1404,6,18d,3
16.0,O,N,SU,90,6,17d,2
0.0,J,N,SU,22,6,14d,6
17.0,O,N,SU,1206,6,16d,1
8.0,O,N,SU,642,6,21d,6
17.0,J,N,SU,28,6,18d,3
15.0,O,N,MO,610,6,14d,6
12.0,J,N,SU,4,6,22d,0
6.0,J,G,SU,213,6,14d,6
13.0,O,R,SU,6,6,22d,0
11.0,O,R,MO,6807,6,19d,4
6.0,O,N,MO,290,6,20d,5
9.0,D,N,MO,5,3,27d,4
21.0,D,N,MO,28,6,19d,4
16.0,J,N,SU,6,6,18d,3
16.0,J,N,SU,21,6,18d,3
16.0,D,G,MO,263,6,19d,4
11.0,N,E,SU,1471,5,30d,5
13.0,O,N,SU,1208,6,22d,0
10.0,J,G,SU,10,6,18d,3
10.0,J,R,SU,28,5,18d,0
11.0,O,R,SU,49,6,19d,4
10.0,O,G,MO,10,6,19d,4
18.0,O,N,SU,1471,6,21d,6
12.0,J,N,SU,3803,6,7d,6
16.0,D,N,MO,1108,6,19d,4
18.0,D,N,MO,7,6,23d,1
23.0,J,R,SU,14,6,18d,3
15.0,D,N,MO,132,6,19d,4
12.0,J,G,SU,28,6,10d,2
14.0,J,R,SU,16,6,22d,0
15.0,O,G,MO,256,6,19d,4
17.0,J,E,SU,37,6,21d,6
17.0,O,N,SU,26,6,22d,0
23.0,J,E,SU,81,6,10d,2
4.0,O,N,SU,1215,6,19d,4
10.0,O,E,SU,12,6,20d,5
7.0,J,E,SU,17,6,22d,0
12.0,J,N,SU,5,6,10d,2
21.0,J,R,SU,5514,6,13d,5
23.0,J,Z,SU,55,6,14d,6
21.0,J,N,SU,205,6,11d,3
22.0,D,R,MO,44,6,19d,4
8.0,J,N,SU,5,6,12d,4
7.0,J,N,SU,334,6,1d,0
16.0,D,N,MO,51,6,23d,1
15.0,J,G,SU,644,6,15d,0
14.0,J,N,SU,28,6,12d,4
14.0,D,N,MO,1034,6,23d,1
14.0,D,N,MO,210,6,23d,1
4.0,O,R,SP,608,6,24d,2
16.0,D,N,MO,6848,6,23d,1
11.0,J,N,SU,41,5,30d,5
14.0,D,N,MO,250,6,23d,1
9.0,O,R,MO,4,6,23d,1
11.0,N,N,SU,178,6,15d,0
19.0,N,E,SU,22,6,14d,6
5.0,O,N,SU,638,6,22d,0
10.0,J,N,SU,113,6,15d,0
15.0,O,E,MO,24,6,23d,1
20.0,D,N,SU,3,6,23d,1
14.0,J,N,SU,6,6,4d,3
14.0,J,N,SU,1275,6,22d,0
14.0,J,N,SU,72,6,15d,0
11.0,J,N,SU,10,6,23d,1
8.0,O,R,SU,1,6,23d,1
17.0,O,R,SU,11,6,22d,0
18.0,J,N,SU,95,6,17d,2
14.0,J,N,SU,906,6,15d,0
14.0,J,N,SU,10,6,17d,2
5.0,O,G,MO,25,6,24d,2
21.0,J,R,SU,1237,6,21d,6
18.0,O,R,MO,114,6,15d,0
18.0,D,N,MO,1275,6,23d,1
9.0,O,N,MO,152,6,19d,4
17.0,O,E,SU,95,6,18d,3
14.0,O,G,MO,95,6,19d,4
17.0,D,N,MO,809,6,23d,1
16.0,O,N,MO,37,6,15d,0
9.0,J,N,SU,52,6,18d,3
16.0,J,R,SU,47,6,21d,6
14.0,S,R,SP,4,1,30d,4
9.0,O,N,SU,1400,6,24d,2
15.0,J,G,SU,1106,6,22d,0
18.0,J,N,SU,16,6,22d,0
17.0,O,N,SU,13,6,22d,0
11.0,J,N,SU,10,6,22d,0
7.0,J,N,SU,290,6,25d,3
14.0,J,N,SU,330,6,25d,3
16.0,J,N,SU,10,6,22d,0
14.0,J,E,SU,15,6,24d,2
14.0,J,G,SU,373,6,18d,3
13.0,J,N,SU,1504,6,21d,6
17.0,D,N,MO,371,6,16d,1
18.0,N,G,OS,205,6,21d,6
